chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAllelePloidy	minorAllelePloidyDeviation	observedTumorRatio	observedNormalRatio	majorAllelePloidy	majorAllelePloidyDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	svCluster	eventPenalty	minStart	maxStart
chr18	23763001	23766000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4406	0.4596	0.7233	2.3605	0.0000	0.7233	0.0000	0.0000	0.9292	true	NONE	3	1.0000	0.3987	false	1.3830	23763001	23763001
chr18	23766001	23926000	DIPLOID	15	0.5435	0.9317	0.4141	0.9228	0.9803	1.0000	0.2000	0.3338	1.9317	0.0000	0.0000	1.9392	true	NONE	141	0.5177	0.3977	false	1.0205	23763001	23766001
chr18	23926001	23927000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4681	0.5025	0.7922	2.1170	0.0000	0.7922	0.0000	0.0000	0.9818	true	NONE	1	1.0000	0.3470	false	1.3623	23926001	23926001
chr18	23927001	25529000	DIPLOID	248	0.5396	1.0000	0.2000	0.9796	1.0028	1.0742	0.4465	0.3489	2.0742	0.0000	0.0000	2.0732	true	NONE	1515	0.5179	0.3874	false	1.0223	23926001	23927001
chr18	25529001	25725000	DIPLOID	0	0.0000	0.4951	0.9999	0.5854	1.0148	0.5911	2.6111	0.0000	1.0862	0.0000	0.0000	1.0806	true	NONE	194	0.5442	0.3662	false	1.2741	25529001	25529001
chr18	25725001	28070000	DIPLOID	168	0.5399	1.0000	0.2000	0.9743	0.9965	1.0609	0.3729	0.3093	2.0609	0.0000	0.0000	2.0622	true	NONE	2246	0.5148	0.3504	false	1.0183	25725001	25725001
chr18	28070001	28071000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3756	0.3018	0.5604	2.6585	0.0000	0.5604	0.0000	0.0000	0.8264	true	NONE	1	1.0000	0.2280	false	1.4319	28070001	28070001
chr18	28071001	29074000	DIPLOID	190	0.5366	1.0000	0.2000	0.9836	1.0010	1.0843	0.4989	0.3750	2.0843	0.0000	0.0000	2.0839	true	NONE	972	0.5202	0.3628	false	1.0253	28070001	28071001
chr18	29074001	29076000	NOISE	0	0.0000	2.3377	0.9930	2.1984	2.5967	2.7910	0.9047	0.0000	5.1287	0.0000	0.0000	4.5204	true	NONE	2	0.5442	0.4485	false	1.6386	29074001	29074001
chr18	29076001	29441000	DIPLOID	107	0.5268	1.0000	0.2000	0.9784	0.9999	1.0713	0.4306	0.3322	2.0713	0.0000	0.0000	2.0713	true	NONE	346	0.5172	0.4005	false	1.0214	29074001	29076001
chr18	29441001	29698000	DIPLOID	48	0.5354	0.9044	0.5543	0.9119	0.9689	1.0000	0.2000	0.4039	1.9044	0.0000	0.0000	1.9163	true	NONE	247	0.5251	0.4165	false	1.0287	29441001	29441001
chr18	29698001	36184000	DIPLOID	615	0.5351	1.0000	0.2000	0.9832	1.0006	1.0833	0.4937	0.3712	2.0833	0.0000	0.0000	2.0831	true	NONE	6135	0.5200	0.3930	false	1.0250	29698001	29698001
chr18	36184001	38006000	DIPLOID	268	0.5369	1.0000	0.2000	0.9635	0.9960	1.0339	0.2130	0.2217	2.0339	0.0000	0.0000	2.0354	true	NONE	1763	0.5083	0.3656	false	1.0102	36184001	36184001
chr18	38006001	38007000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2985	0.2376	0.3672	2.9425	0.0000	0.3672	0.0000	0.0000	0.6576	true	NONE	1	1.0000	0.3860	false	1.4898	38006001	38006001
chr18	38007001	38865000	DIPLOID	204	0.5377	1.0000	0.2000	0.9675	0.9935	1.0438	0.2730	0.2543	2.0438	0.0000	0.0000	2.0462	true	NONE	840	0.5107	0.3532	false	1.0131	38006001	38007001
chr18	38865001	38868000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4362	0.4614	0.7123	2.3882	0.0000	0.7123	0.0000	0.0000	0.9175	true	NONE	3	1.0000	0.3713	false	1.3863	38865001	38865001
chr18	38868001	38928000	DIPLOID	0	0.0000	1.0000	0.2000	0.9552	0.9973	1.0131	0.2000	0.0000	2.0131	0.0000	0.0000	2.0141	true	NONE	59	0.5033	0.3651	false	1.0039	38865001	38868001
chr18	38928001	38929000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3102	0.4525	0.3965	2.9022	0.0000	0.3965	0.0000	0.0000	0.6051	true	NONE	1	1.0000	0.2370	false	1.4811	38928001	38928001
chr18	38929001	43489000	DIPLOID	579	0.5400	1.0000	0.2000	0.9810	1.0005	1.0777	0.4648	0.3590	2.0777	0.0000	0.0000	2.0775	true	NONE	4343	0.5187	0.3823	false	1.0233	38928001	38930001
chr18	43489001	43490000	DIPLOID	0	0.0000	2.0829	0.4917	1.9753	1.0653	2.4868	0.9999	0.0000	4.5697	0.0000	0.0000	4.5448	true	NONE	1	0.5442	0.4300	false	1.4709	43489001	43489001
chr18	43490001	43839000	DIPLOID	25	0.5432	0.9551	0.2799	0.9321	0.9813	1.0000	0.2000	0.2607	1.9551	0.0000	0.0000	1.9622	true	NONE	336	0.5115	0.4262	false	1.0135	43490001	43490001
chr18	43839001	44125000	DIPLOID	16	0.5635	0.8979	0.5849	0.9950	1.0089	1.2148	0.9135	0.8444	2.1127	0.0000	0.0000	2.1093	true	NONE	279	0.5750	0.4770	false	1.0951	43839001	43839001
chr18	44125001	44127000	NOISE	0	0.0000	2.8980	0.5844	2.5053	3.1018	3.0000	0.2000	0.0000	5.8980	0.0000	0.0000	5.0973	true	NONE	1	0.5086	0.4730	false	1.8694	44125001	44126001
chr18	44127001	45376000	DIPLOID	158	0.5344	1.0000	0.2000	0.9807	1.0021	1.0769	0.4606	0.3530	2.0769	0.0000	0.0000	2.0761	true	NONE	1174	0.5185	0.4309	false	1.0231	44125001	44127001
chr18	45376001	45377000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3133	0.5082	0.4043	2.8911	0.0000	0.4043	0.0000	0.0000	0.5916	true	NONE	1	1.0000	0.2430	false	1.4787	45376001	45376001
chr18	45377001	45715000	DIPLOID	99	0.5354	1.0000	0.2000	0.9832	0.9962	1.0833	0.4938	0.3715	2.0833	0.0000	0.0000	2.0847	true	NONE	329	0.5200	0.4471	false	1.0250	45376001	45377001
chr18	45715001	45716000	DIPLOID	0	0.0000	0.9175	0.4895	0.9171	1.0304	1.0000	0.2000	0.0000	1.9175	0.0000	0.0000	1.9060	true	NONE	1	0.5215	0.4460	false	1.0247	45715001	45715001
chr18	45716001	45717000	DIPLOID	0	0.0000	0.5948	0.9988	0.6727	1.0409	0.7102	2.3933	0.0000	1.3050	0.0000	0.0000	1.2894	true	NONE	1	0.5442	0.4960	false	1.2085	45716001	45716001
chr18	45717001	46210000	DIPLOID	48	0.7349	0.2583	0.9607	0.6752	1.0070	1.0531	0.3285	0.9474	1.3114	0.0000	0.0000	1.3087	true	NONE	468	0.8031	0.4643	false	1.2385	45717001	45717001
chr18	46210001	46256000	DIPLOID	0	0.0000	0.5992	0.9986	0.6765	1.0025	0.7154	2.3806	0.0000	1.3146	0.0000	0.0000	1.3137	true	NONE	46	0.5442	0.4928	false	1.2056	46210001	46210001
chr18	46256001	46258000	DIPLOID	0	0.0000	0.9454	0.3372	0.9282	1.0930	1.0000	0.2000	0.0000	1.9454	0.0000	0.0000	1.9099	true	NONE	1	0.5140	0.5895	false	1.0164	46256001	46257001
chr18	46258001	47287000	DIPLOID	122	0.5363	1.0000	0.2000	0.9780	0.9873	1.0702	0.4244	0.3348	2.0702	0.0000	0.0000	2.0750	true	NONE	951	0.5169	0.4415	false	1.0210	46258001	46258001
chr18	47287001	47288000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3867	0.3970	0.5882	2.6156	0.0000	0.5882	0.0000	0.0000	0.8179	true	NONE	1	1.0000	0.5790	false	1.4235	47287001	47287001
chr18	47288001	47695000	DIPLOID	87	0.5417	1.0000	0.2000	1.0013	1.0055	1.1286	0.6952	0.4849	2.1286	0.0000	0.0000	2.1265	true	NONE	382	0.5302	0.4433	false	1.0386	47287001	47289001
chr18	47695001	47698000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5180	0.4582	0.9172	1.1065	0.0000	0.9172	0.0000	0.0000	1.1236	true	NONE	3	1.0000	0.4243	false	1.3248	47695001	47695001
chr18	47698001	49195000	DIPLOID	240	0.5318	1.0000	0.2000	0.9732	0.9980	1.0582	0.3575	0.2965	2.0582	0.0000	0.0000	2.0589	true	NONE	1419	0.5141	0.4214	false	1.0175	47695001	47698001
chr18	49195001	49199000	HET_DELETION	0	0.0000	0.4999	0.9999	0.5896	0.5957	0.5968	2.6022	0.0000	1.0967	0.0000	0.0000	1.2508	true	NONE	4	0.5442	0.4130	false	1.2710	49195001	49195001
chr18	49199001	49798000	DIPLOID	31	0.5341	1.0000	0.2000	0.9757	1.0054	1.0644	0.3925	0.3165	2.0644	0.0000	0.0000	2.0623	true	NONE	565	0.5156	0.3826	false	1.0193	49195001	49199001
chr18	49798001	49799000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3764	0.5473	0.5624	2.6554	0.0000	0.5624	0.0000	0.0000	0.7349	true	NONE	1	1.0000	0.2800	false	1.4313	49798001	49798001
chr18	49799001	50319000	DIPLOID	64	0.5487	0.9161	0.4967	0.9785	0.9982	1.1552	0.7846	0.7031	2.0714	0.0000	0.0000	2.0721	true	NONE	504	0.5577	0.3782	false	1.0717	49798001	49799001
chr18	50319001	50320000	NOISE	0	0.0000	7.0000	0.2000	5.8213	9.8000	7.2088	0.9043	0.0000	14.2088	0.0000	0.0000	10.8564	true	NONE	1	0.5073	0.3970	false	4.3626	50319001	50319001
chr18	50320001	53254000	DIPLOID	574	0.5385	1.0000	0.2000	0.9743	0.9990	1.0609	0.3732	0.3087	2.0609	0.0000	0.0000	2.0613	true	NONE	2655	0.5148	0.3751	false	1.0183	50319001	50320001
chr18	53254001	53255000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3948	0.4495	0.6085	2.5836	0.0000	0.6085	0.0000	0.0000	0.8182	true	NONE	1	1.0000	0.4310	false	1.4174	53254001	53254001
chr18	53255001	55065000	DIPLOID	128	0.5323	1.0000	0.2000	0.9790	1.0039	1.0726	0.4379	0.3395	2.0726	0.0000	0.0000	2.0712	true	NONE	1712	0.5175	0.3924	false	1.0218	53254001	53256001
chr18	55065001	55066000	DIPLOID	0	0.0000	5.0000	0.2000	4.2612	0.9849	5.2987	0.9829	0.0000	10.2987	0.0000	0.0000	10.3045	true	NONE	1	0.5145	0.4170	false	3.1896	55065001	55065001
chr18	55066001	55978000	DIPLOID	127	0.5354	1.0000	0.2000	0.9633	0.9933	1.0333	0.2097	0.2194	2.0333	0.0000	0.0000	2.0359	true	NONE	868	0.5082	0.4301	false	1.0100	55066001	55066001
chr18	55978001	56000000	DIPLOID	9	0.8846	-0.0274	0.2140	0.5639	0.9844	1.0598	0.3666	0.5136	1.0324	0.0000	0.0000	1.0383	true	NONE	22	1.0265	0.4365	false	1.3261	55978001	55978001
chr18	56000001	56001000	DIPLOID	0	0.0000	0.4614	0.9998	0.5559	0.9250	0.5509	2.6730	0.0000	1.0123	0.0000	0.0000	1.0409	true	NONE	1	0.5442	0.3960	false	1.2963	56000001	56000001
chr18	56001001	56003000	DIPLOID	0	0.0000	0.9350	0.3962	0.9241	1.0277	1.0000	0.2000	0.0000	1.9350	0.0000	0.0000	1.9244	true	NONE	2	0.5168	0.3955	false	1.0195	56001001	56001001
chr18	56003001	56602000	DIPLOID	81	0.5326	1.0000	0.2000	0.9764	0.9964	1.0661	0.4024	0.3208	2.0661	0.0000	0.0000	2.0675	true	NONE	581	0.5160	0.4391	false	1.0198	56003001	56003001
chr18	56602001	56603000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3442	0.4410	0.4817	2.7772	0.0000	0.4817	0.0000	0.0000	0.6947	true	NONE	1	1.0000	0.5180	false	1.4555	56602001	56602001
chr18	56603001	58750000	DIPLOID	293	0.5370	1.0000	0.2000	0.9606	0.9942	1.0266	0.2000	0.2148	2.0266	0.0000	0.0000	2.0288	true	NONE	2024	0.5066	0.3925	false	1.0080	56602001	56603001
chr18	58750001	62637000	DIPLOID	759	0.5362	1.0000	0.2000	0.9811	1.0001	1.0780	0.4664	0.3573	2.0780	0.0000	0.0000	2.0779	true	NONE	3692	0.5188	0.3928	false	1.0234	58750001	58750001
chr18	62637001	62638000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2994	0.2849	0.3694	2.9395	0.0000	0.3694	0.0000	0.0000	0.6418	true	NONE	1	1.0000	0.2420	false	1.4892	62637001	62637001
chr18	62638001	66746000	DIPLOID	623	0.5340	1.0000	0.2000	0.9712	0.9951	1.0531	0.3280	0.2820	2.0531	0.0000	0.0000	2.0549	true	NONE	3955	0.5129	0.3474	false	1.0159	62637001	62638001
chr18	66746001	66757000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0610	0.0904	-0.2281	2.4312	0.0000	-0.2281	0.0000	0.0000	0.1184	true	NONE	1	1.0000	0.3125	false	1.6684	66746001	66756001
chr18	66757001	68334000	DIPLOID	225	0.5354	1.0000	0.2000	0.9717	1.0026	1.0545	0.3362	0.2871	2.0545	0.0000	0.0000	2.0535	true	NONE	1496	0.5133	0.3738	false	1.0163	66746001	66757001
chr18	68334001	68335000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3912	0.4472	0.5995	2.5980	0.0000	0.5995	0.0000	0.0000	0.8101	true	NONE	1	1.0000	0.4070	false	1.4202	68334001	68334001
chr18	68335001	71885000	DIPLOID	717	0.5376	1.0000	0.2000	0.9705	0.9951	1.0515	0.3188	0.2789	2.0515	0.0000	0.0000	2.0533	true	NONE	3377	0.5125	0.3691	false	1.0154	68334001	68336001
chr18	71885001	71886000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4368	0.4387	0.7138	2.3846	0.0000	0.7138	0.0000	0.0000	0.9276	true	NONE	1	1.0000	0.2360	false	1.3859	71885001	71885001
chr18	71886001	74205000	DIPLOID	257	0.5412	1.0000	0.2000	0.9908	1.0001	1.1023	0.5858	0.4253	2.1023	0.0000	0.0000	2.1023	true	NONE	2187	0.5243	0.4199	false	1.0307	71885001	71886001
chr18	74205001	74209000	HET_DELETION	0	0.0000	0.5149	0.9999	0.6028	0.6388	0.6148	2.5736	0.0000	1.1297	0.0000	0.0000	1.2673	true	NONE	2	0.5442	0.5662	false	1.2611	74205001	74205001
chr18	74209001	75267000	DIPLOID	328	0.5393	1.0000	0.2000	0.9572	0.9936	1.0181	0.2000	0.2157	2.0181	0.0000	0.0000	2.0205	true	NONE	982	0.5045	0.4391	false	1.0054	74205001	74209001
chr18	75267001	75268000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0445	0.0443	-0.2694	2.4684	0.0000	-0.2694	0.0000	0.0000	0.0947	true	NONE	1	1.0000	0.3280	false	1.6808	75267001	75267001
chr18	75268001	75362000	DIPLOID	37	0.5361	1.0000	0.2000	0.9664	0.9908	1.0412	0.2575	0.2452	2.0412	0.0000	0.0000	2.0447	true	NONE	83	0.5101	0.4222	false	1.0123	75267001	75268001
chr18	75362001	75363000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3743	0.3061	0.5571	2.6635	0.0000	0.5571	0.0000	0.0000	0.8215	true	NONE	1	1.0000	0.5360	false	1.4329	75362001	75362001
chr18	75363001	77280000	DIPLOID	213	0.5312	1.0000	0.2000	0.9627	1.0009	1.0317	0.2000	0.2125	2.0317	0.0000	0.0000	2.0314	true	NONE	1680	0.5078	0.4461	false	1.0095	75362001	75363001
chr18	77280001	77281000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3777	0.4074	0.5657	2.6504	0.0000	0.5657	0.0000	0.0000	0.7914	true	NONE	1	1.0000	0.5920	false	1.4303	77280001	77280001
chr18	77281001	77282000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0064	0.0051	-0.3649	2.4964	0.0000	-0.3649	0.0000	0.0000	0.0141	true	NONE	1	1.0000	0.5760	false	1.7095	77281001	77281001
chr18	77282001	77623000	DIPLOID	154	0.5333	1.0000	0.2000	0.9587	1.0003	1.0218	0.2000	0.2133	2.0218	0.0000	0.0000	2.0216	true	NONE	263	0.5054	0.5144	false	1.0065	77280001	77282001
chr18	77623001	77627000	HET_DELETION	3	0.5345	0.0000	0.2000	0.4252	0.5192	0.6846	2.4494	1.4161	0.6846	0.0000	0.0000	0.8677	true	NONE	2	1.0000	0.6273	false	1.3946	77623001	77625001
chr18	77627001	78015000	DIPLOID	46	0.5398	1.0000	0.2000	0.9572	0.9909	1.0181	0.2000	0.2159	2.0181	0.0000	0.0000	2.0215	true	NONE	328	0.5045	0.4789	false	1.0054	77623001	77628001
chr18	78015001	78017000	HET_DELETION	0	0.0000	0.7045	0.9816	0.7687	0.7008	0.8411	1.8287	0.0000	1.5456	0.0000	0.0000	1.6596	true	NONE	2	0.5442	0.5020	false	1.1363	78015001	78015001
chr18	78017001	78077248	UNKNOWN	0	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	false	1.6000	78017001	78017001
chr19	1	260000	UNKNOWN	0	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	TELOMERE	0	1.0000	0.0000	false	1.6000	1	1
chr19	260001	295000	DIPLOID	0	0.0000	0.8088	0.8730	0.8737	1.0177	1.0000	0.2000	0.0000	1.8088	0.0000	0.0000	1.8020	true	NONE	29	0.5529	0.5068	false	1.0574	1	260001
chr19	295001	442000	DIPLOID	51	0.5349	0.8474	0.7766	0.8891	1.0311	1.0000	0.2000	0.5224	1.8474	0.0000	0.0000	1.8356	true	NONE	79	0.5413	0.5535	false	1.0458	295001	295001
chr19	442001	444000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2445	0.3805	0.2320	3.0237	0.0000	0.2320	0.0000	0.0000	0.4679	true	NONE	2	1.0000	0.5740	false	1.5304	442001	442001
chr19	444001	460000	DIPLOID	5	0.5189	0.8039	0.8825	0.8557	1.0028	0.9597	0.5645	0.7508	1.7636	0.0000	0.0000	1.7625	true	NONE	12	0.5442	0.5754	false	1.0709	442001	444001
chr19	460001	467000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1331	0.1350	-0.0474	1.7946	0.0000	-0.0474	0.0000	0.0000	0.2822	true	NONE	2	1.0000	0.6382	false	1.6142	460001	465001
chr19	467001	860000	DIPLOID	88	0.5363	0.7794	0.9216	0.8343	0.9819	0.9306	0.9451	1.0012	1.7100	0.0000	0.0000	1.7169	true	NONE	203	0.5442	0.5940	false	1.0870	460001	467001
chr19	860001	866000	DIPLOID	0	0.0000	0.8556	0.7510	0.8924	1.0418	1.0000	0.2000	0.0000	1.8556	0.0000	0.0000	1.8396	true	NONE	3	0.5389	0.6074	false	1.0433	860001	860001
chr19	866001	877000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4822	0.7937	0.8276	1.9210	0.0000	0.8276	0.0000	0.0000	0.9062	true	NONE	1	1.0000	0.6351	false	1.3517	866001	875001
chr19	877001	903000	DIPLOID	6	0.8236	0.0000	0.2000	0.5125	1.0444	0.9035	1.2621	1.2043	0.9035	0.0000	0.0000	0.8866	true	NONE	14	1.0000	0.6007	false	1.3289	866001	877001
chr19	903001	924000	DIPLOID	0	0.0000	0.0000	0.2000	0.4870	0.9447	0.8397	1.8388	0.0000	0.8397	0.0000	0.0000	0.8608	true	NONE	13	1.0000	0.5914	false	1.3481	903001	903001
chr19	924001	1142000	DIPLOID	57	0.5385	0.7854	0.9132	0.8395	0.9740	0.9377	0.8556	0.9525	1.7231	0.0000	0.0000	1.7330	true	NONE	88	0.5442	0.6092	false	1.0831	924001	930001
chr19	1142001	1259000	DIPLOID	3	0.7308	0.1992	0.8881	0.5776	1.0091	0.8674	1.6193	1.8324	1.0665	0.0000	0.0000	1.0631	true	NONE	49	0.8132	0.6147	false	1.2800	1142001	1142001
chr19	1259001	2120000	DIPLOID	94	0.5433	0.7991	0.8911	0.8515	0.9786	0.9541	0.6411	0.8324	1.7532	0.0000	0.0000	1.7613	true	NONE	520	0.5442	0.5819	false	1.0740	1259001	1263001
chr19	2120001	2188000	DIPLOID	0	0.0000	0.0000	0.2000	0.5086	0.9941	0.8937	1.3666	0.0000	0.8937	0.0000	0.0000	0.8960	true	NONE	54	1.0000	0.5544	false	1.3319	2120001	2122001
chr19	2188001	2909000	DIPLOID	87	0.5357	0.8092	0.8722	0.8603	0.9943	0.9661	0.4778	0.7232	1.7752	0.0000	0.0000	1.7774	true	NONE	524	0.5442	0.5465	false	1.0674	2188001	2192001
chr19	2909001	2911000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2939	0.3503	0.3558	2.9573	0.0000	0.3558	0.0000	0.0000	0.6033	true	NONE	2	1.0000	0.4380	false	1.4933	2909001	2909001
chr19	2911001	3310000	DIPLOID	70	0.5489	0.7544	0.9500	0.8357	0.9716	0.9590	0.5741	0.8365	1.7134	0.0000	0.0000	1.7243	true	NONE	311	0.5597	0.5378	false	1.0860	2909001	2911001
chr19	3310001	3311000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1755	0.2781	0.0589	2.1349	0.0000	0.0589	0.0000	0.0000	0.3339	true	NONE	1	1.0000	0.5370	false	1.5823	3310001	3310001
chr19	3311001	3477000	DIPLOID	17	0.5745	0.7213	0.9738	0.8550	0.9797	1.0406	0.2542	0.7055	1.7619	0.0000	0.0000	1.7697	true	NONE	131	0.5906	0.5520	false	1.0958	3310001	3311001
chr19	3477001	3480000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4288	0.5811	0.6937	2.4303	0.0000	0.6937	0.0000	0.0000	0.8533	true	NONE	3	1.0000	0.5767	false	1.3919	3477001	3477001
chr19	3480001	3678000	DIPLOID	23	0.5435	0.8022	0.8856	0.8542	0.9644	0.9577	0.5921	0.8031	1.7599	0.0000	0.0000	1.7734	true	NONE	108	0.5442	0.5873	false	1.0720	3477001	3481001
chr19	3678001	3679000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1479	0.1412	-0.0103	1.5654	0.0000	-0.0103	0.0000	0.0000	0.3169	true	NONE	1	1.0000	0.5920	false	1.6031	3678001	3678001
chr19	3679001	4042000	DIPLOID	83	0.5522	0.7531	0.9512	0.8408	0.9916	0.9731	0.3799	0.7350	1.7263	0.0000	0.0000	1.7295	true	NONE	276	0.5637	0.5486	false	1.0821	3678001	3679001
chr19	4042001	4047000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4319	0.6389	0.7015	2.4133	0.0000	0.7015	0.0000	0.0000	0.8391	true	NONE	3	1.0000	0.5596	false	1.3895	4042001	4043001
chr19	4047001	4381000	DIPLOID	51	0.5347	0.7932	0.9011	0.8464	0.9906	0.9470	0.7343	0.8744	1.7403	0.0000	0.0000	1.7439	true	NONE	266	0.5442	0.5513	false	1.0779	4042001	4048001
chr19	4381001	4382000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2228	0.2916	0.1774	2.9203	0.0000	0.1774	0.0000	0.0000	0.4473	true	NONE	1	1.0000	0.5840	false	1.5468	4381001	4381001
chr19	4382001	4663000	DIPLOID	29	0.5455	0.7957	0.8970	0.8658	0.9994	0.9932	0.2000	0.5984	1.7889	0.0000	0.0000	1.7891	true	NONE	211	0.5552	0.5472	false	1.0633	4381001	4383001
chr19	4663001	4664000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1800	0.2582	0.0702	2.2438	0.0000	0.0702	0.0000	0.0000	0.3528	true	NONE	1	1.0000	0.5740	false	1.5789	4663001	4663001
chr19	4664001	7515000	DIPLOID	410	0.5360	0.8176	0.8545	0.8677	0.9960	0.9761	0.3378	0.6390	1.7937	0.0000	0.0000	1.7953	true	NONE	2364	0.5442	0.5081	false	1.0619	4663001	4664001
chr19	7515001	7516000	NOISE	0	0.0000	12.5677	0.9994	10.3535	12.6859	13.0000	0.2000	0.0000	25.5677	0.0000	0.0000	21.1159	true	NONE	1	0.5085	0.4440	false	7.7703	7515001	7515001
chr19	7516001	7664000	DIPLOID	67	0.5446	0.7797	0.9212	0.8501	1.0011	0.9698	0.4264	0.7339	1.7495	0.0000	0.0000	1.7491	true	NONE	121	0.5543	0.5372	false	1.0751	7515001	7516001
chr19	7664001	7665000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0634	0.0543	-0.2221	2.4236	0.0000	-0.2221	0.0000	0.0000	0.1382	true	NONE	1	1.0000	0.5980	false	1.6666	7664001	7664001
chr19	7665001	7666000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2722	0.2739	0.3013	3.0157	0.0000	0.3013	0.0000	0.0000	0.5779	true	NONE	1	1.0000	0.5810	false	1.5096	7665001	7665001
chr19	7666001	8988000	DIPLOID	314	0.5389	0.8126	0.8651	0.8633	0.9978	0.9702	0.4207	0.6929	1.7828	0.0000	0.0000	1.7837	true	NONE	1000	0.5442	0.5164	false	1.0652	7664001	7666001
chr19	8988001	9029000	AMPLIFICATION	4	0.5622	0.9890	0.2000	1.0749	1.2030	1.3241	0.9903	0.6692	2.3131	0.0000	0.0000	2.2357	true	NONE	36	0.5724	0.4650	false	1.1005	8988001	8988001
chr19	9029001	9902000	DIPLOID	97	0.5340	0.8417	0.7936	0.8868	1.0131	1.0000	0.2000	0.5306	1.8417	0.0000	0.0000	1.8367	true	NONE	816	0.5430	0.4412	false	1.0475	8988001	9029001
chr19	9902001	9903000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2395	0.4299	0.2193	3.0108	0.0000	0.2193	0.0000	0.0000	0.4365	true	NONE	1	1.0000	0.5940	false	1.5342	9902001	9902001
chr19	9903001	10486000	DIPLOID	63	0.5357	0.8104	0.8698	0.8614	0.9937	0.9675	0.4583	0.7115	1.7778	0.0000	0.0000	1.7802	true	NONE	515	0.5442	0.5180	false	1.0667	9902001	9904001
chr19	10486001	10489000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2021	0.2619	0.1256	2.6790	0.0000	0.1256	0.0000	0.0000	0.4067	true	NONE	1	1.0000	0.5820	false	1.5623	10486001	10488001
chr19	10489001	11727000	DIPLOID	137	0.5375	0.8018	0.8862	0.8539	0.9822	0.9573	0.5971	0.7973	1.7592	0.0000	0.0000	1.7659	true	NONE	1094	0.5442	0.5233	false	1.0722	10486001	10489001
chr19	11727001	13776000	DIPLOID	119	0.5376	0.8374	0.8056	0.8851	1.0005	1.0000	0.2000	0.5406	1.8374	0.0000	0.0000	1.8372	true	NONE	1811	0.5443	0.4776	false	1.0488	11727001	11727001
chr19	13776001	13777000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1749	0.1895	0.0574	2.1200	0.0000	0.0574	0.0000	0.0000	0.3662	true	NONE	1	1.0000	0.4720	false	1.5828	13776001	13776001
chr19	13777001	14130000	DIPLOID	20	0.5269	0.7956	0.8971	0.8485	0.9741	0.9499	0.6965	0.8397	1.7455	0.0000	0.0000	1.7554	true	NONE	299	0.5442	0.5262	false	1.0763	13776001	13777001
chr19	14130001	14131000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2197	0.2809	0.1697	2.8940	0.0000	0.1697	0.0000	0.0000	0.4436	true	NONE	1	1.0000	0.3460	false	1.5491	14130001	14130001
chr19	14131001	15639000	DIPLOID	297	0.5426	0.8118	0.8669	0.8626	0.9894	0.9692	0.4347	0.7063	1.7810	0.0000	0.0000	1.7850	true	NONE	1253	0.5442	0.4936	false	1.0657	14130001	14132001
