purity	normFactor	score	diploidProportion	ploidy	somaticPenalty
0.1600	0.4200	2.0920	0.0000	19.0819	0.0051
0.9900	1.3900	2.0921	0.0000	1.4244	0.0000
0.6700	1.2100	2.0923	0.0000	1.4670	0.0042
0.8900	1.3200	2.0925	0.0000	1.4449	0.0000
0.8200	1.2800	2.0926	0.0000	1.4549	0.0000
0.9500	1.3600	2.0927	0.0000	1.4334	0.0000
0.7600	1.2500	2.0931	0.0000	1.4609	0.0001
0.1800	0.3900	2.0934	0.0000	19.2066	0.0010
1.0000	1.4000	2.0936	0.0000	1.4199	0.0000
0.9200	1.3400	2.0937	0.0000	1.4386	0.0000
0.8000	1.2700	2.0938	0.0000	1.4566	0.0000
0.7800	1.2600	2.0943	0.0000	1.4586	0.0000
0.9500	1.7900	2.0949	0.0001	1.0637	0.0000
0.1700	0.4100	2.0949	0.0000	18.7561	0.0059
0.8700	1.3100	2.0953	0.0000	1.4454	0.0000
0.5700	1.1800	2.0953	0.0000	1.4468	0.0367
0.9600	1.3700	2.0953	0.0000	1.4281	0.0000
0.1200	0.7000	2.0955	0.0000	8.9988	1.0708
0.9000	1.7000	2.0961	0.0001	1.0771	0.0000
0.1400	0.7900	2.0962	0.0000	5.6881	1.3588
0.1600	0.4300	2.0966	0.0000	18.3939	0.0074
0.6900	1.2200	2.0969	0.0000	1.4629	0.0026
0.9000	1.3300	2.0971	0.0000	1.4385	0.0000
0.8500	1.3000	2.0972	0.0000	1.4461	0.0000
0.9300	1.3500	2.0972	0.0000	1.4328	0.0000
0.9700	1.3800	2.0976	0.0000	1.4232	0.0000
0.6900	1.4400	2.0979	0.0000	1.1022	0.0073
0.6400	1.2000	2.0983	0.0000	1.4634	0.0081
0.1900	0.9300	2.0987	0.1889	2.7238	1.4948
0.9200	1.7300	2.0988	0.0001	1.0751	0.0000
0.9800	1.3900	2.0994	0.0000	1.4185	0.0000
0.7100	1.2300	2.0997	0.0000	1.4594	0.0016
0.2500	1.1100	2.0998	0.0000	1.1636	0.9616
0.1300	0.6900	2.0998	0.0000	8.7770	1.1123
0.8300	1.2900	2.0998	0.0000	1.4470	0.0000
0.5600	1.1800	2.0999	0.0000	1.4369	0.0455
0.4100	1.0900	2.1000	0.0002	1.5702	0.3025
0.4700	1.1300	2.1001	0.0000	1.4877	0.1673
0.6100	1.1900	2.1001	0.0000	1.4598	0.0154
0.9400	1.3600	2.1002	0.0000	1.4273	0.0000
0.3200	1.1900	2.1003	0.0000	0.9703	0.5449
0.8800	1.3200	2.1005	0.0000	1.4386	0.0000
0.9900	1.8700	2.1007	0.0001	1.0536	0.0000
0.9900	1.4000	2.1009	0.0000	1.4141	0.0000
0.3900	1.0800	2.1012	0.0002	1.5914	0.3633
0.9100	1.3400	2.1012	0.0000	1.4324	0.0000
0.9600	1.8100	2.1015	0.0001	1.0607	0.0000
0.7300	1.2400	2.1016	0.0000	1.4564	0.0007
0.8100	1.2800	2.1019	0.0000	1.4482	0.0000
1.0000	1.4100	2.1021	0.0000	1.4099	0.0000
0.5500	1.1800	2.1024	0.0000	1.4267	0.0560
0.7500	1.2500	2.1024	0.0000	1.4538	0.0002
0.8600	1.3100	2.1027	0.0000	1.4389	0.0000
0.8800	1.6700	2.1028	0.0001	1.0800	0.0000
0.9500	1.3700	2.1028	0.0000	1.4221	0.0000
0.7900	1.2700	2.1035	0.0000	1.4497	0.0000
0.7700	1.2600	2.1035	0.0000	1.4516	0.0001
0.2200	1.0100	2.1038	0.0023	1.8555	1.2406
0.8500	1.6300	2.1046	0.0001	1.0818	0.0000
0.9200	1.3500	2.1047	0.0000	1.4267	0.0000
0.9600	1.3800	2.1050	0.0000	1.4172	0.0000
0.8900	1.3300	2.1050	0.0000	1.4322	0.0000
0.6600	1.2100	2.1051	0.0000	1.4589	0.0053
0.9700	1.8300	2.1052	0.0001	1.0580	0.0000
0.8100	1.5800	2.1058	0.0000	1.0842	0.0001
0.1400	0.8000	2.1060	0.0000	5.4634	1.3657
0.8400	1.3000	2.1061	0.0000	1.4395	0.0000
0.7700	1.5300	2.1061	0.0000	1.0900	0.0010
0.4900	1.1500	2.1067	0.0000	1.4461	0.1370
0.9700	1.3900	2.1068	0.0000	1.4125	0.0000
0.4800	1.1400	2.1070	0.0000	1.4662	0.1524
0.7000	1.4500	2.1074	0.0000	1.1014	0.0060
0.3400	1.0600	2.1074	0.0002	1.6335	0.5562
0.8700	1.3200	2.1076	0.0000	1.4322	0.0000
0.5400	1.1800	2.1078	0.0000	1.4160	0.0682
0.9300	1.3600	2.1079	0.0000	1.4212	0.0000
0.2900	1.1200	2.1081	0.0000	1.2238	0.7307
0.9800	1.4000	2.1083	0.0000	1.4081	0.0000
0.5000	1.1600	2.1087	0.0000	1.4274	0.1235
0.9000	1.3400	2.1090	0.0000	1.4261	0.0000
0.8200	1.2900	2.1090	0.0000	1.4403	0.0000
0.6800	1.2200	2.1094	0.0000	1.4550	0.0034
0.9900	1.4100	2.1095	0.0000	1.4039	0.0000
1.0000	1.4200	2.1103	0.0000	1.3999	0.0000
0.9400	1.3700	2.1104	0.0000	1.4160	0.0000
0.4600	1.2300	2.1107	0.0000	1.1656	0.2113
0.6000	1.1900	2.1111	0.0000	1.4508	0.0197
0.6300	1.2000	2.1113	0.0000	1.4549	0.0104
0.8000	1.2800	2.1115	0.0000	1.4413	0.0000
0.8500	1.3100	2.1116	0.0000	1.4323	0.0000
0.7000	1.2300	2.1116	0.0000	1.4517	0.0021
0.9800	1.8500	2.1117	0.0001	1.0557	0.0000
0.8800	1.3300	2.1120	0.0000	1.4258	0.0000
0.9100	1.3500	2.1124	0.0000	1.4204	0.0000
0.9500	1.3800	2.1125	0.0000	1.4111	0.0000
0.7200	1.2400	2.1126	0.0000	1.4488	0.0011
0.7800	1.2700	2.1127	0.0000	1.4427	0.0000
0.7600	1.2600	2.1127	0.0000	1.4443	0.0002
0.8200	1.5900	2.1128	0.0001	1.0857	0.0000
0.7400	1.2500	2.1131	0.0000	1.4464	0.0004
1.0000	1.8900	2.1132	0.0001	1.0518	0.0000
0.1200	0.6700	2.1140	0.0000	10.0585	0.9565
0.9600	1.3900	2.1143	0.0000	1.4064	0.0000
0.5600	1.3100	2.1147	0.0000	1.1384	0.0771
0.5300	1.1800	2.1148	0.0000	1.4050	0.0825
0.8300	1.3000	2.1152	0.0000	1.4327	0.0000
0.9200	1.3600	2.1154	0.0000	1.4149	0.0000
0.9700	1.4000	2.1158	0.0000	1.4020	0.0000
0.4400	1.1100	2.1158	0.0001	1.5248	0.2284
0.1300	0.7100	2.1158	0.0000	8.1528	1.1381
0.8900	1.3400	2.1159	0.0000	1.4197	0.0000
0.8600	1.3200	2.1163	0.0000	1.4256	0.0000
0.9800	1.4100	2.1169	0.0000	1.3978	0.0000
0.1800	0.4000	2.1171	0.0000	18.4986	0.0015
0.1200	0.5300	2.1176	0.0000	16.5896	0.1795
0.9900	1.4200	2.1177	0.0000	1.3939	0.0000
0.9300	1.3700	2.1179	0.0000	1.4097	0.0000
0.7800	1.5400	2.1179	0.0000	1.0908	0.0006
0.9100	1.7100	2.1180	0.0001	1.0797	0.0000
0.6500	1.2100	2.1182	0.0000	1.4506	0.0069
1.0000	1.4300	2.1183	0.0000	1.3901	0.0000
0.1800	0.9100	2.1183	0.0587	3.0250	1.4456
0.8100	1.2900	2.1185	0.0000	1.4333	0.0000
0.3100	1.1800	2.1187	0.0000	0.9828	0.5974
0.5100	1.1700	2.1187	0.0000	1.4099	0.1110
0.5100	1.2700	2.1188	0.0000	1.1476	0.1329
0.7100	1.4600	2.1191	0.0000	1.1008	0.0049
0.9000	1.3500	2.1192	0.0000	1.4139	0.0000
0.9400	1.3800	2.1200	0.0000	1.4048	0.0000
0.5900	1.1900	2.1203	0.0000	1.4415	0.0250
0.8700	1.3300	2.1204	0.0000	1.4192	0.0000
0.8400	1.3100	2.1206	0.0000	1.4256	0.0000
0.7900	1.2800	2.1206	0.0000	1.4342	0.0000
0.9400	1.7600	2.1214	0.0001	1.0739	0.0000
0.7700	1.2700	2.1217	0.0000	1.4354	0.0001
0.9500	1.3900	2.1218	0.0000	1.4002	0.0000
0.6700	1.2200	2.1222	0.0000	1.4469	0.0045
0.1600	0.8800	2.1222	0.0140	3.6186	1.4876
0.8600	1.6400	2.1228	0.0001	1.0839	0.0000
0.9500	1.7800	2.1232	0.0001	1.0703	0.0000
0.9100	1.3600	2.1233	0.0000	1.4085	0.0000
0.7500	1.2600	2.1233	0.0000	1.4369	0.0003
0.9600	1.4000	2.1234	0.0000	1.3958	0.0000
0.6200	1.2000	2.1237	0.0000	1.4461	0.0130
0.6900	1.2300	2.1240	0.0000	1.4437	0.0028
0.7300	1.2500	2.1240	0.0000	1.4388	0.0008
0.8800	1.3400	2.1241	0.0000	1.4131	0.0000
0.1100	0.5800	2.1242	0.0000	14.9765	0.4985
0.7100	1.2400	2.1243	0.0000	1.4411	0.0015
0.9700	1.4100	2.1244	0.0000	1.3916	0.0000
0.8200	1.3000	2.1245	0.0000	1.4258	0.0000
0.8500	1.3200	2.1252	0.0000	1.4188	0.0000
0.9800	1.4200	2.1252	0.0000	1.3877	0.0000
0.9200	1.3700	2.1257	0.0000	1.4033	0.0000
0.9900	1.4300	2.1258	0.0000	1.3840	0.0000
0.7200	1.4700	2.1260	0.0000	1.1004	0.0039
1.0000	1.4400	2.1261	0.0000	1.3805	0.0000
0.8900	1.6800	2.1266	0.0001	1.0823	0.0000
0.8900	1.3500	2.1274	0.0000	1.4073	0.0000
0.8000	1.2900	2.1275	0.0000	1.4263	0.0000
0.5800	1.1900	2.1275	0.0000	1.4319	0.0313
0.9300	1.3800	2.1278	0.0000	1.3984	0.0000
0.8300	1.6000	2.1279	0.0001	1.0873	0.0000
0.3400	1.1500	2.1281	0.0000	1.2018	0.4996
0.1100	0.5600	2.1290	0.0000	16.0893	0.2859
0.8600	1.3300	2.1292	0.0000	1.4124	0.0000
0.9400	1.3900	2.1295	0.0000	1.3938	0.0000
0.7800	1.2800	2.1296	0.0000	1.4270	0.0001
0.8300	1.3100	2.1298	0.0000	1.4187	0.0000
0.9000	1.3600	2.1302	0.0000	1.4019	0.0000
0.2000	0.9800	2.1303	0.1889	2.1424	1.5275
0.7900	1.5500	2.1305	0.0000	1.0918	0.0003
0.9500	1.4000	2.1308	0.0000	1.3894	0.0000
0.9300	1.7400	2.1308	0.0001	1.0779	0.0000
0.4200	1.2000	2.1312	0.0000	1.1823	0.2902
0.6400	1.2100	2.1313	0.0000	1.4420	0.0087
0.3000	1.1700	2.1317	0.0000	0.9969	0.6535
0.9600	1.4100	2.1319	0.0000	1.3853	0.0000
0.7600	1.2700	2.1321	0.0000	1.4280	0.0002
0.9100	1.3700	2.1326	0.0000	1.3967	0.0000
0.8700	1.3400	2.1326	0.0000	1.4063	0.0000
0.9700	1.4200	2.1326	0.0000	1.3814	0.0000
0.5200	1.1800	2.1329	0.0000	1.3936	0.0988
0.9800	1.4300	2.1331	0.0000	1.3777	0.0000
0.8100	1.3000	2.1335	0.0000	1.4187	0.0000
0.9900	1.4400	2.1336	0.0000	1.3742	0.0000
1.0000	1.4500	2.1336	0.0000	1.3710	0.0000
0.7400	1.2600	2.1339	0.0000	1.4293	0.0005
0.4500	1.1200	2.1340	0.0000	1.4998	0.2096
0.5700	1.1900	2.1340	0.0000	1.4219	0.0393
0.8400	1.3200	2.1344	0.0000	1.4119	0.0000
0.9200	1.3800	2.1346	0.0000	1.3919	0.0000
0.1200	0.5100	2.1348	0.0000	17.8154	0.0887
0.6600	1.2200	2.1352	0.0000	1.4385	0.0057
0.1400	0.7400	2.1353	0.0000	6.9025	1.3279
0.7200	1.2500	2.1356	0.0000	1.4310	0.0012
0.8800	1.3500	2.1357	0.0000	1.4006	0.0000
0.6100	1.2000	2.1358	0.0000	1.4370	0.0169
0.9300	1.3900	2.1363	0.0000	1.3873	0.0000
0.1900	0.9400	2.1363	0.3969	2.6041	1.5794
0.7900	1.2900	2.1363	0.0000	1.4190	0.0000
0.2900	1.1600	2.1365	0.0000	1.0128	0.7144
0.7000	1.2400	2.1366	0.0000	1.4331	0.0022
0.6800	1.2300	2.1367	0.0000	1.4356	0.0036
0.5600	1.1900	2.1368	0.0000	1.4116	0.0485
0.4200	1.1000	2.1370	0.0001	1.5409	0.2802
0.2800	1.1500	2.1372	0.0000	1.0307	0.7770
0.7300	1.4800	2.1375	0.0000	1.1002	0.0031
0.9400	1.4000	2.1376	0.0000	1.3829	0.0000
0.1700	0.9000	2.1377	0.0383	3.2281	1.4902
0.9600	1.8000	2.1381	0.0001	1.0671	0.0000
0.8500	1.3300	2.1383	0.0000	1.4055	0.0000
0.8900	1.3600	2.1384	0.0000	1.3952	0.0000
0.1400	0.7800	2.1387	0.0000	5.9185	1.3835
0.1100	0.6200	2.1388	0.0000	12.9663	0.8459
0.8200	1.3100	2.1392	0.0000	1.4116	0.0000
0.1500	0.4400	2.1393	0.0000	18.7864	0.0167
0.8700	1.6500	2.1397	0.0001	1.0860	0.0000
0.9500	1.4100	2.1397	0.0000	1.3788	0.0000
0.5500	1.1900	2.1397	0.0000	1.4009	0.0596
0.7700	1.2800	2.1399	0.0000	1.4195	0.0001
0.1400	0.4500	2.1399	0.0000	19.2683	0.0179
0.9600	1.4200	2.1404	0.0000	1.3749	0.0000
0.1600	0.8900	2.1405	0.0206	3.4600	1.5201
1.0000	1.4600	2.1407	0.0000	1.3616	0.0000
0.9000	1.3700	2.1408	0.0000	1.3900	0.0000
0.9700	1.4300	2.1408	0.0000	1.3713	0.0000
0.9900	1.4500	2.1410	0.0000	1.3646	0.0000
0.9800	1.4400	2.1410	0.0000	1.3678	0.0000
0.8000	1.5600	2.1415	0.0000	1.0929	0.0002
0.8600	1.3400	2.1416	0.0000	1.3994	0.0000
0.5500	1.3000	2.1416	0.0000	1.1439	0.0880
0.5400	1.1900	2.1419	0.0000	1.3898	0.0725
0.7400	1.4900	2.1420	0.0000	1.1002	0.0024
0.3600	1.0700	2.1420	0.0002	1.6051	0.4765
0.8000	1.3000	2.1422	0.0000	1.4114	0.0000
0.7500	1.2700	2.1425	0.0000	1.4204	0.0003
0.9100	1.3800	2.1427	0.0000	1.3852	0.0000
0.8300	1.3200	2.1437	0.0000	1.4048	0.0000
0.6300	1.2100	2.1440	0.0000	1.4332	0.0109
0.9200	1.3900	2.1443	0.0000	1.3806	0.0000
0.4600	1.1300	2.1444	0.0000	1.4765	0.1922
0.8700	1.3500	2.1444	0.0000	1.3937	0.0000
0.7300	1.2600	2.1452	0.0000	1.4215	0.0009
0.6000	1.2000	2.1455	0.0000	1.4276	0.0209
0.9300	1.4000	2.1456	0.0000	1.3763	0.0000
0.9400	1.4100	2.1465	0.0000	1.3722	0.0000
0.7800	1.2900	2.1466	0.0000	1.4115	0.0001
0.8800	1.3600	2.1469	0.0000	1.3883	0.0000
0.9500	1.4200	2.1472	0.0000	1.3683	0.0000
0.8100	1.3100	2.1473	0.0000	1.4043	0.0000
0.8400	1.3300	2.1475	0.0000	1.3984	0.0000
0.9600	1.4300	2.1475	0.0000	1.3647	0.0000
0.7100	1.2500	2.1475	0.0000	1.4230	0.0017
1.0000	1.4700	2.1478	0.0000	1.3523	0.0000
0.8400	1.6100	2.1479	0.0001	1.0890	0.0000
0.3100	1.0500	2.1480	0.0002	1.6556	0.6913
0.2700	1.1400	2.1483	0.0000	1.0510	0.8460
0.9900	1.4600	2.1484	0.0000	1.3551	0.0000
0.4800	1.1500	2.1486	0.0000	1.4346	0.1581
0.1600	0.8200	2.1486	0.0002	4.6517	1.5417
0.6500	1.2200	2.1487	0.0000	1.4299	0.0074
0.9800	1.4500	2.1487	0.0000	1.3581	0.0000
0.9700	1.4400	2.1488	0.0000	1.3613	0.0000
0.8900	1.3700	2.1492	0.0000	1.3832	0.0000
0.6900	1.2400	2.1492	0.0000	1.4248	0.0029
0.6700	1.2300	2.1499	0.0000	1.4271	0.0048
0.7500	1.5000	2.1500	0.0000	1.1004	0.0018
0.4000	1.0900	2.1500	0.0002	1.5594	0.3385
0.7600	1.2800	2.1502	0.0000	1.4119	0.0002
0.8500	1.3400	2.1507	0.0000	1.3924	0.0000
0.4900	1.1600	2.1509	0.0000	1.4157	0.1442
0.9000	1.3800	2.1510	0.0000	1.3783	0.0000
0.8200	1.3200	2.1517	0.0000	1.3975	0.0000
0.4700	1.1400	2.1520	0.0000	1.4548	0.1757
0.9000	1.6900	2.1521	0.0001	1.0847	0.0000
0.7900	1.3000	2.1523	0.0000	1.4040	0.0000
0.3800	1.0800	2.1525	0.0002	1.5807	0.4033
0.5300	1.1900	2.1525	0.0000	1.3783	0.0873
0.9100	1.3900	2.1526	0.0000	1.3738	0.0000
0.6100	1.3500	2.1534	0.0000	1.1353	0.0354
0.8600	1.3500	2.1535	0.0000	1.3867	0.0000
0.7400	1.2700	2.1536	0.0000	1.4125	0.0006
0.9200	1.4000	2.1538	0.0000	1.3695	0.0000
0.2200	1.0200	2.1540	0.0007	1.7678	1.2370
0.5000	1.1700	2.1541	0.0000	1.3981	0.1287
0.9700	1.8200	2.1542	0.0001	1.0642	0.0000
0.5000	1.2600	2.1544	0.0000	1.1554	0.1510
0.9900	1.4700	2.1545	0.0000	1.3458	0.0000
0.9300	1.4100	2.1547	0.0000	1.3654	0.0000
1.0000	1.4800	2.1548	0.0000	1.3432	0.0000
0.5900	1.2000	2.1549	0.0000	1.4179	0.0266
0.9800	1.4600	2.1551	0.0000	1.3485	0.0000
0.9400	1.4200	2.1553	0.0000	1.3616	0.0000
0.8100	1.5700	2.1554	0.0000	1.0940	0.0001
0.8300	1.3300	2.1554	0.0000	1.3912	0.0000
0.9700	1.4500	2.1555	0.0000	1.3515	0.0000
0.9500	1.4300	2.1556	0.0000	1.3580	0.0000
0.9600	1.4400	2.1556	0.0000	1.3547	0.0000
0.2300	1.0300	2.1558	0.0001	1.6957	1.1547
0.8700	1.3600	2.1558	0.0000	1.3813	0.0000
0.6200	1.2100	2.1558	0.0000	1.4240	0.0137
0.6000	1.3400	2.1559	0.0000	1.1392	0.0424
0.7600	1.5100	2.1566	0.0000	1.1006	0.0014
0.7700	1.2900	2.1567	0.0000	1.4039	0.0001
0.5900	1.3300	2.1568	0.0000	1.1435	0.0498
0.2700	1.0400	2.1569	0.0002	1.6720	0.8777
0.7200	1.2600	2.1569	0.0000	1.4135	0.0013
0.8000	1.3100	2.1573	0.0000	1.3969	0.0000
0.9200	1.7200	2.1574	0.0001	1.0823	0.0000
0.8800	1.3700	2.1578	0.0000	1.3762	0.0000
0.6200	1.3600	2.1583	0.0000	1.1318	0.0297
0.8400	1.3400	2.1586	0.0000	1.3851	0.0000
0.8900	1.3800	2.1596	0.0000	1.3714	0.0000
0.8500	1.6200	2.1597	0.0001	1.0907	0.0000
0.7000	1.2500	2.1599	0.0000	1.4147	0.0023
0.5800	1.3200	2.1603	0.0000	1.1483	0.0585
1.0000	1.4900	2.1604	0.0000	1.3342	0.0000
0.7500	1.2800	2.1610	0.0000	1.4041	0.0003
0.9000	1.3900	2.1610	0.0000	1.3668	0.0000
0.8500	1.3500	2.1612	0.0000	1.3794	0.0000
0.9900	1.4800	2.1615	0.0000	1.3365	0.0000
0.6400	1.2200	2.1615	0.0000	1.4210	0.0093
0.8100	1.3200	2.1616	0.0000	1.3901	0.0000
0.1000	0.5900	2.1618	0.0000	15.6932	0.5759
0.9100	1.4000	2.1622	0.0000	1.3626	0.0000
0.6800	1.2400	2.1622	0.0000	1.4164	0.0038
0.6300	1.3700	2.1624	0.0000	1.1286	0.0246
0.9800	1.4700	2.1624	0.0000	1.3391	0.0000
0.7800	1.3000	2.1624	0.0000	1.3964	0.0001
0.5800	1.2000	2.1624	0.0000	1.4079	0.0334
0.4300	1.1100	2.1627	0.0001	1.5137	0.2583
0.9200	1.4100	2.1630	0.0000	1.3585	0.0000
0.9700	1.4600	2.1631	0.0000	1.3418	0.0000
0.6600	1.2300	2.1632	0.0000	1.4185	0.0060
0.8600	1.3600	2.1634	0.0000	1.3741	0.0000
0.8800	1.6600	2.1635	0.0001	1.0881	0.0000
0.9300	1.4200	2.1635	0.0000	1.3548	0.0000
0.9600	1.4500	2.1635	0.0000	1.3448	0.0000
0.9400	1.4300	2.1638	0.0000	1.3512	0.0000
0.9500	1.4400	2.1638	0.0000	1.3479	0.0000
0.5100	1.1800	2.1644	0.0000	1.3817	0.1162
0.9500	1.7700	2.1645	0.0001	1.0770	0.0000
0.7700	1.5200	2.1647	0.0000	1.1011	0.0010
0.6400	1.3800	2.1649	0.0000	1.1258	0.0203
0.8200	1.3300	2.1652	0.0000	1.3837	0.0000
0.7300	1.2700	2.1652	0.0000	1.4045	0.0010
0.2100	1.0000	2.1655	0.0133	1.9424	1.3695
0.6500	1.3900	2.1661	0.0000	1.1233	0.0164
0.8700	1.3700	2.1662	0.0000	1.3690	0.0000
1.0000	1.5000	2.1671	0.0000	1.3253	0.0000
0.5500	1.2000	2.1672	0.0000	1.3756	0.0632
0.5700	1.2000	2.1673	0.0000	1.3975	0.0416
0.7900	1.3100	2.1673	0.0000	1.3892	0.0000
0.6100	1.2100	2.1674	0.0000	1.4146	0.0177
0.7600	1.2900	2.1675	0.0000	1.3961	0.0002
0.3300	1.0600	2.1675	0.0002	1.6224	0.6083
0.9400	1.7500	2.1677	0.0001	1.0808	0.0000
0.8200	1.5800	2.1681	0.0000	1.0953	0.0000
0.8300	1.3400	2.1682	0.0000	1.3777	0.0000
0.8800	1.3800	2.1683	0.0000	1.3642	0.0000
0.9900	1.4900	2.1684	0.0000	1.3274	0.0000
0.1300	0.4700	2.1687	0.0000	19.1506	0.0500
0.1400	0.4600	2.1687	0.0000	18.5823	0.0298
0.5600	1.2000	2.1688	0.0000	1.3868	0.0515
0.7100	1.2600	2.1691	0.0000	1.4052	0.0018
0.9800	1.4800	2.1696	0.0000	1.3298	0.0000
0.8900	1.3900	2.1696	0.0000	1.3597	0.0000
0.9800	1.8400	2.1700	0.0001	1.0616	0.0000
0.9700	1.4700	2.1705	0.0000	1.3323	0.0000
0.9000	1.4000	2.1707	0.0000	1.3555	0.0000
0.8400	1.3500	2.1708	0.0000	1.3720	0.0000
0.1100	0.6500	2.1710	0.0000	11.6210	0.8562
0.9600	1.4600	2.1712	0.0000	1.3350	0.0000
0.1600	0.8700	2.1713	0.0131	3.7809	1.4954
0.9100	1.4100	2.1715	0.0000	1.3515	0.0000
0.8000	1.3200	2.1715	0.0000	1.3825	0.0000
0.9500	1.4500	2.1718	0.0000	1.3379	0.0000
0.9200	1.4200	2.1719	0.0000	1.3478	0.0000
0.9400	1.4400	2.1721	0.0000	1.3409	0.0000
0.9300	1.4300	2.1721	0.0000	1.3442	0.0000
0.5400	1.2900	2.1722	0.0000	1.1500	0.1014
0.7400	1.2800	2.1722	0.0000	1.3960	0.0006
0.6900	1.2500	2.1728	0.0000	1.4063	0.0031
0.8500	1.3600	2.1729	0.0000	1.3667	0.0000
0.6600	1.4000	2.1729	0.0000	1.1211	0.0135
0.7700	1.3000	2.1730	0.0000	1.3885	0.0001
0.9100	1.7000	2.1733	0.0001	1.0872	0.0000
0.3900	1.1800	2.1734	0.0000	1.1914	0.3608
1.0000	1.5100	2.1735	0.0000	1.3165	0.0000
0.6300	1.2200	2.1737	0.0000	1.4118	0.0117
0.8600	1.3700	2.1745	0.0000	1.3617	0.0000
0.4500	1.2200	2.1746	0.0000	1.1765	0.2413
0.9300	1.7300	2.1746	0.0001	1.0850	0.0000
0.7800	1.5300	2.1747	0.0000	1.1016	0.0006
0.1300	0.4800	2.1748	0.0000	18.4728	0.0546
0.8100	1.3300	2.1750	0.0000	1.3761	0.0000
0.9900	1.5000	2.1751	0.0000	1.3185	0.0000
0.6700	1.4100	2.1752	0.0000	1.1192	0.0109
0.6800	1.4200	2.1753	0.0000	1.1175	0.0090
0.6700	1.2400	2.1756	0.0000	1.4077	0.0050
0.5700	1.3100	2.1758	0.0000	1.1535	0.0685
0.8700	1.3800	2.1758	0.0000	1.3569	0.0000
0.5400	1.2000	2.1762	0.0000	1.3640	0.0762
0.6500	1.2300	2.1764	0.0000	1.4095	0.0077
0.9800	1.4900	2.1765	0.0000	1.3206	0.0000
0.1100	0.5400	2.1767	0.0000	17.2845	0.2413
0.8800	1.3900	2.1769	0.0000	1.3524	0.0000
0.7200	1.2700	2.1772	0.0000	1.3962	0.0015
0.9700	1.4800	2.1778	0.0000	1.3229	0.0000
0.7800	1.3100	2.1778	0.0000	1.3814	0.0001
0.8900	1.4000	2.1778	0.0000	1.3482	0.0000
0.8200	1.3400	2.1779	0.0000	1.3701	0.0000
0.6000	1.2100	2.1780	0.0000	1.4048	0.0226
0.1100	0.6400	2.1782	0.0000	12.0554	0.8878
0.7000	1.4400	2.1783	0.0000	1.1150	0.0058
0.9000	1.4100	2.1785	0.0000	1.3443	0.0000
0.7500	1.2900	2.1785	0.0000	1.3880	0.0004
0.9600	1.4700	2.1788	0.0000	1.3253	0.0000
0.7100	1.4500	2.1790	0.0000	1.1140	0.0047
0.1300	0.7000	2.1791	0.0000	8.4604	1.1729
0.5200	1.1900	2.1791	0.0000	1.3664	0.1033
0.9500	1.4600	2.1796	0.0000	1.3280	0.0000
1.0000	1.5200	2.1798	0.0000	1.3078	0.0000
0.9100	1.4200	2.1799	0.0000	1.3406	0.0000
0.6900	1.4300	2.1799	0.0000	1.1161	0.0072
0.9400	1.4500	2.1802	0.0000	1.3308	0.0000
0.9600	1.7900	2.1804	0.0001	1.0735	0.0000
0.8300	1.3500	2.1804	0.0000	1.3645	0.0000
0.9300	1.4400	2.1805	0.0000	1.3339	0.0000
0.9200	1.4300	2.1806	0.0000	1.3371	0.0000
0.4400	1.1200	2.1810	0.0000	1.4884	0.2377
0.9900	1.8600	2.1816	0.0001	1.0594	0.0000
0.9900	1.5100	2.1817	0.0000	1.3096	0.0000
0.1700	0.4000	2.1818	0.0000	19.4691	0.0003
0.7000	1.2600	2.1818	0.0000	1.3967	0.0025
0.7900	1.3200	2.1819	0.0000	1.3747	0.0000
0.8900	1.6700	2.1823	0.0001	1.0903	0.0000
0.8400	1.3600	2.1824	0.0000	1.3592	0.0000
0.7200	1.4600	2.1826	0.0000	1.1133	0.0037
0.9200	1.7100	2.1829	0.0001	1.0897	0.0000
0.9800	1.5000	2.1833	0.0000	1.3115	0.0000
0.7600	1.3000	2.1839	0.0000	1.3805	0.0002
0.7300	1.2800	2.1840	0.0000	1.3877	0.0010
0.4100	1.1000	2.1841	0.0001	1.5297	0.3129
0.2600	1.1300	2.1842	0.0000	1.0739	0.9201
0.8500	1.3700	2.1842	0.0000	1.3541	0.0000
0.7900	1.5400	2.1842	0.0000	1.1023	0.0003
0.9700	1.4900	2.1848	0.0000	1.3136	0.0000
0.4900	1.2500	2.1850	0.0000	1.1639	0.1694
0.8000	1.3300	2.1853	0.0000	1.3683	0.0000
0.8600	1.3800	2.1854	0.0000	1.3494	0.0000
0.1900	0.9500	2.1856	0.5525	2.4870	1.6532
0.6200	1.2200	2.1856	0.0000	1.4023	0.0146
1.0000	1.5300	2.1859	0.0000	1.2993	0.0000
0.6800	1.2500	2.1860	0.0000	1.3975	0.0041
0.9700	1.8100	2.1860	0.0001	1.0704	0.0000
0.9600	1.4800	2.1861	0.0000	1.3158	0.0000
0.8700	1.3900	2.1862	0.0000	1.3450	0.0000
0.9400	1.7400	2.1867	0.0001	1.0877	0.0000
0.8800	1.4000	2.1868	0.0000	1.3408	0.0000
0.9300	1.4500	2.1871	0.0000	1.3236	0.0000
0.9500	1.4700	2.1871	0.0000	1.3182	0.0000
0.8600	1.6300	2.1872	0.0001	1.0925	0.0000
0.5900	1.2100	2.1873	0.0000	1.3947	0.0285
