GENE_ID	MUTS	MUTS_RECURRENCE	SAMPLES	P_VALUE	Q_VALUE	P_VALUE_NEG	Q_VALUE_NEG	SNP	MNP	INDELS	SYMBOL
gc19_pc.3utr::gencode::CD40::ENSG00000101017.9	1	1	1	0.91782		0.08279		1	0	0	gc19_pc.3utr::gencode::CD40::ENSG00000101017.9
gc19_pc.3utr::gencode::C3orf65::ENSG00000163915.3	4	4	4	0.91788	1.0	0.08212	0.7908904015296367	4	0	0	gc19_pc.3utr::gencode::C3orf65::ENSG00000163915.3
gc19_pc.3utr::gencode::TMPRSS3::ENSG00000160183.9	1	1	1	0.91794		0.0824		1	0	0	gc19_pc.3utr::gencode::TMPRSS3::ENSG00000160183.9
gc19_pc.3utr::gencode::DCAF12L2::ENSG00000198354.4	2	2	2	0.91806	1.0	0.08194	0.7908904015296367	2	0	0	gc19_pc.3utr::gencode::DCAF12L2::ENSG00000198354.4
gc19_pc.3utr::gencode::ACADL::ENSG00000115361.3	1	1	1	0.91808		0.08214		1	0	0	gc19_pc.3utr::gencode::ACADL::ENSG00000115361.3
gc19_pc.3utr::gencode::C20orf173::ENSG00000125975.9	4	4	4	0.91822	1.0	0.08178	0.7908904015296367	4	0	0	gc19_pc.3utr::gencode::C20orf173::ENSG00000125975.9
gc19_pc.3utr::gencode::ART4::ENSG00000111339.6	4	4	4	0.91825	1.0	0.08175	0.7908904015296367	4	0	0	gc19_pc.3utr::gencode::ART4::ENSG00000111339.6
gc19_pc.3utr::gencode::ST8SIA2::ENSG00000140557.7	24	24	23	0.9183	1.0	0.0817	0.7908904015296367	23	1	0	gc19_pc.3utr::gencode::ST8SIA2::ENSG00000140557.7
gc19_pc.3utr::gencode::FAM117A::ENSG00000121104.3	3	3	3	0.91835	1.0	0.08165	0.7908904015296367	3	0	0	gc19_pc.3utr::gencode::FAM117A::ENSG00000121104.3
gc19_pc.3utr::gencode::CDC42BPB::ENSG00000198752.5	4	4	4	0.91838	1.0	0.08162	0.7908904015296367	4	0	0	gc19_pc.3utr::gencode::CDC42BPB::ENSG00000198752.5
gc19_pc.3utr::gencode::ORAI2::ENSG00000160991.11	13	13	13	0.91858	1.0	0.08142	0.7908904015296367	13	0	0	gc19_pc.3utr::gencode::ORAI2::ENSG00000160991.11
gc19_pc.3utr::gencode::SMDT1::ENSG00000183172.8	3	3	3	0.91866	1.0	0.08134	0.7908904015296367	3	0	0	gc19_pc.3utr::gencode::SMDT1::ENSG00000183172.8
gc19_pc.3utr::gencode::RAB20::ENSG00000139832.3	1	1	1	0.91876		0.08194		1	0	0	gc19_pc.3utr::gencode::RAB20::ENSG00000139832.3
gc19_pc.3utr::gencode::RP11-463J10.2::ENSG00000258928.1	1	1	1	0.91887		0.08241		1	0	0	gc19_pc.3utr::gencode::RP11-463J10.2::ENSG00000258928.1
gc19_pc.3utr::gencode::SGCZ::ENSG00000185053.8	3	3	3	0.91896	1.0	0.08104	0.7894249411764707	3	0	0	gc19_pc.3utr::gencode::SGCZ::ENSG00000185053.8
gc19_pc.3utr::gencode::ARSJ::ENSG00000180801.11	5	5	5	0.91903	1.0	0.08097	0.7894249411764707	5	0	0	gc19_pc.3utr::gencode::ARSJ::ENSG00000180801.11
gc19_pc.3utr::gencode::H2AFV::ENSG00000105968.14	11	11	11	0.91904	1.0	0.08096	0.7894249411764707	11	0	0	gc19_pc.3utr::gencode::H2AFV::ENSG00000105968.14
gc19_pc.3utr::gencode::MYO16::ENSG00000041515.11	6	6	5	0.91918	1.0	0.08082	0.7894249411764707	6	0	0	gc19_pc.3utr::gencode::MYO16::ENSG00000041515.11
gc19_pc.3utr::gencode::SAYSD1::ENSG00000112167.5	2	2	2	0.9193	1.0	0.0807	0.789207874015748	2	0	0	gc19_pc.3utr::gencode::SAYSD1::ENSG00000112167.5
gc19_pc.3utr::gencode::WBP1L::ENSG00000166272.12	3	3	3	0.91934	1.0	0.08066	0.789207874015748	3	0	0	gc19_pc.3utr::gencode::WBP1L::ENSG00000166272.12
gc19_pc.3utr::gencode::IMP3::ENSG00000177971.7	1	1	1	0.91934		0.08184		1	0	0	gc19_pc.3utr::gencode::IMP3::ENSG00000177971.7
gc19_pc.3utr::gencode::FAM135B::ENSG00000147724.7	11	11	11	0.91935	1.0	0.08065	0.789207874015748	11	0	0	gc19_pc.3utr::gencode::FAM135B::ENSG00000147724.7
gc19_pc.3utr::gencode::ICOSLG::ENSG00000160223.12	12	12	12	0.91944	1.0	0.08056	0.789207874015748	12	0	0	gc19_pc.3utr::gencode::ICOSLG::ENSG00000160223.12
gc19_pc.3utr::gencode::NKX3-2::ENSG00000109705.7	2	2	2	0.91949	1.0	0.08051	0.789207874015748	2	0	0	gc19_pc.3utr::gencode::NKX3-2::ENSG00000109705.7
gc19_pc.3utr::gencode::TEAD3::ENSG00000007866.14	1	1	1	0.91952		0.08073		1	0	0	gc19_pc.3utr::gencode::TEAD3::ENSG00000007866.14
gc19_pc.3utr::gencode::SRSF6::ENSG00000124193.10	4	4	4	0.91967	1.0	0.08033	0.789207874015748	4	0	0	gc19_pc.3utr::gencode::SRSF6::ENSG00000124193.10
gc19_pc.3utr::gencode::ZNF850::ENSG00000267041.1	7	7	7	0.91969	1.0	0.08031	0.789207874015748	7	0	0	gc19_pc.3utr::gencode::ZNF850::ENSG00000267041.1
gc19_pc.3utr::gencode::POU2F1::ENSG00000143190.17	25	25	24	0.91982	1.0	0.08018	0.789207874015748	24	0	1	gc19_pc.3utr::gencode::POU2F1::ENSG00000143190.17
gc19_pc.3utr::gencode::ANGPTL1::ENSG00000116194.8	3	3	3	0.91985	1.0	0.08015	0.789207874015748	3	0	0	gc19_pc.3utr::gencode::ANGPTL1::ENSG00000116194.8
gc19_pc.3utr::gencode::APAF1::ENSG00000120868.9	8	8	8	0.91998	1.0	0.08002	0.789207874015748	7	0	1	gc19_pc.3utr::gencode::APAF1::ENSG00000120868.9
gc19_pc.3utr::gencode::AGRN::ENSG00000188157.9	2	2	2	0.92007	1.0	0.07993	0.789207874015748	2	0	0	gc19_pc.3utr::gencode::AGRN::ENSG00000188157.9
gc19_pc.3utr::gencode::MISP::ENSG00000099812.6	2	2	2	0.92013	1.0	0.07987	0.789207874015748	2	0	0	gc19_pc.3utr::gencode::MISP::ENSG00000099812.6
gc19_pc.3utr::gencode::WNK2::ENSG00000165238.12	2	2	2	0.92015	1.0	0.07985	0.789207874015748	2	0	0	gc19_pc.3utr::gencode::WNK2::ENSG00000165238.12
gc19_pc.3utr::gencode::PKD2::ENSG00000118762.3	2	2	2	0.92021	1.0	0.07979	0.789207874015748	2	0	0	gc19_pc.3utr::gencode::PKD2::ENSG00000118762.3
gc19_pc.3utr::gencode::FZD6::ENSG00000164930.7	4	4	4	0.92026	1.0	0.07974	0.789207874015748	3	0	1	gc19_pc.3utr::gencode::FZD6::ENSG00000164930.7
gc19_pc.3utr::gencode::SSX2IP::ENSG00000117155.12	11	11	11	0.92059	1.0	0.07941	0.7882295304695304	9	1	1	gc19_pc.3utr::gencode::SSX2IP::ENSG00000117155.12
gc19_pc.3utr::gencode::TDRD5::ENSG00000162782.11	2	2	2	0.92061	1.0	0.0794	0.7882295304695304	2	0	0	gc19_pc.3utr::gencode::TDRD5::ENSG00000162782.11
gc19_pc.3utr::gencode::AL078585.1::ENSG00000225683.1	1	1	1	0.92066		0.0801		1	0	0	gc19_pc.3utr::gencode::AL078585.1::ENSG00000225683.1
gc19_pc.3utr::gencode::YBX3::ENSG00000060138.8	2	2	2	0.92075	1.0	0.07925	0.7882162162162162	2	0	0	gc19_pc.3utr::gencode::YBX3::ENSG00000060138.8
gc19_pc.3utr::gencode::TMEM51::ENSG00000171729.9	2	2	2	0.9209	1.0	0.0791	0.787512625250501	2	0	0	gc19_pc.3utr::gencode::TMEM51::ENSG00000171729.9
gc19_pc.3utr::gencode::NANP::ENSG00000170191.4	4	4	4	0.921	1.0	0.079	0.7873059177532598	4	0	0	gc19_pc.3utr::gencode::NANP::ENSG00000170191.4
gc19_pc.3utr::gencode::DDX28::ENSG00000182810.5	2	2	2	0.92103	1.0	0.07897	0.7873059177532598	2	0	0	gc19_pc.3utr::gencode::DDX28::ENSG00000182810.5
gc19_pc.3utr::gencode::MDGA1::ENSG00000112139.10	14	14	13	0.92105	1.0	0.07895	0.7873059177532598	13	0	1	gc19_pc.3utr::gencode::MDGA1::ENSG00000112139.10
gc19_pc.3utr::gencode::HNRNPA0::ENSG00000177733.4	3	3	3	0.9212	1.0	0.0788	0.7873059177532598	3	0	0	gc19_pc.3utr::gencode::HNRNPA0::ENSG00000177733.4
gc19_pc.3utr::gencode::ZNF550::ENSG00000251369.4	8	8	8	0.9212	1.0	0.0788	0.7873059177532598	6	0	2	gc19_pc.3utr::gencode::ZNF550::ENSG00000251369.4
gc19_pc.3utr::gencode::SGCE::ENSG00000127990.11	1	1	1	0.92127		0.07888		1	0	0	gc19_pc.3utr::gencode::SGCE::ENSG00000127990.11
gc19_pc.3utr::gencode::EYA4::ENSG00000112319.13	9	9	9	0.92128	1.0	0.07872	0.7873059177532598	9	0	0	gc19_pc.3utr::gencode::EYA4::ENSG00000112319.13
gc19_pc.3utr::gencode::CELF1::ENSG00000149187.13	13	13	12	0.92131	1.0	0.07869	0.7873059177532598	13	0	0	gc19_pc.3utr::gencode::CELF1::ENSG00000149187.13
gc19_pc.3utr::gencode::MAMDC2::ENSG00000165072.9	2	2	2	0.92161	1.0	0.07839	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::MAMDC2::ENSG00000165072.9
gc19_pc.3utr::gencode::IRAK4::ENSG00000198001.9	5	5	5	0.92162	1.0	0.07838	0.7867505454545455	5	0	0	gc19_pc.3utr::gencode::IRAK4::ENSG00000198001.9
gc19_pc.3utr::gencode::LAMTOR3::ENSG00000109270.8	3	3	3	0.92169	1.0	0.07831	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::LAMTOR3::ENSG00000109270.8
gc19_pc.3utr::gencode::DERL1::ENSG00000136986.5	2	2	2	0.92172	1.0	0.07828	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::DERL1::ENSG00000136986.5
gc19_pc.3utr::gencode::PHOX2B::ENSG00000109132.5	3	3	3	0.92172	1.0	0.07828	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::PHOX2B::ENSG00000109132.5
gc19_pc.3utr::gencode::P2RY12::ENSG00000169313.9	4	4	4	0.92174	1.0	0.07826	0.7867505454545455	4	0	0	gc19_pc.3utr::gencode::P2RY12::ENSG00000169313.9
gc19_pc.3utr::gencode::C14orf39::ENSG00000179008.4	3	3	3	0.92176	1.0	0.07824	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::C14orf39::ENSG00000179008.4
gc19_pc.3utr::gencode::C20orf196::ENSG00000171984.10	3	3	2	0.92177	1.0	0.07823	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::C20orf196::ENSG00000171984.10
gc19_pc.3utr::gencode::TREML2::ENSG00000112195.8	9	9	9	0.9218	1.0	0.0782	0.7867505454545455	8	0	1	gc19_pc.3utr::gencode::TREML2::ENSG00000112195.8
gc19_pc.3utr::gencode::PTBP1::ENSG00000011304.12	7	6	7	0.92186	1.0	0.07814	0.7867505454545455	6	0	1	gc19_pc.3utr::gencode::PTBP1::ENSG00000011304.12
gc19_pc.3utr::gencode::SGK494::ENSG00000167524.10	1	1	1	0.92198		0.0808		1	0	0	gc19_pc.3utr::gencode::SGK494::ENSG00000167524.10
gc19_pc.3utr::gencode::AP1S1::ENSG00000106367.9	2	2	2	0.92198	1.0	0.07802	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::AP1S1::ENSG00000106367.9
gc19_pc.3utr::gencode::TOM1L2::ENSG00000175662.13	6	6	6	0.92205	1.0	0.07795	0.7867505454545455	6	0	0	gc19_pc.3utr::gencode::TOM1L2::ENSG00000175662.13
gc19_pc.3utr::gencode::NUDT19::ENSG00000213965.3	5	5	5	0.92207	1.0	0.07793	0.7867505454545455	5	0	0	gc19_pc.3utr::gencode::NUDT19::ENSG00000213965.3
gc19_pc.3utr::gencode::NHLRC3::ENSG00000188811.8	3	3	3	0.92216	1.0	0.07784	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::NHLRC3::ENSG00000188811.8
gc19_pc.3utr::gencode::TEKT3::ENSG00000125409.8	1	1	1	0.92217		0.08082		1	0	0	gc19_pc.3utr::gencode::TEKT3::ENSG00000125409.8
gc19_pc.3utr::gencode::PSIP1::ENSG00000164985.10	2	2	2	0.92221	1.0	0.07779	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::PSIP1::ENSG00000164985.10
gc19_pc.3utr::gencode::GPR125::ENSG00000152990.9	2	2	2	0.92226	1.0	0.07774	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::GPR125::ENSG00000152990.9
gc19_pc.3utr::gencode::TMEM57::ENSG00000204178.5	1	1	1	0.92231		0.07803		1	0	0	gc19_pc.3utr::gencode::TMEM57::ENSG00000204178.5
gc19_pc.3utr::gencode::ABCD1::ENSG00000101986.8	1	1	1	0.92244		0.078		1	0	0	gc19_pc.3utr::gencode::ABCD1::ENSG00000101986.8
gc19_pc.3utr::gencode::AMDHD1::ENSG00000139344.3	1	1	1	0.92245		0.07816		1	0	0	gc19_pc.3utr::gencode::AMDHD1::ENSG00000139344.3
gc19_pc.3utr::gencode::XIRP2::ENSG00000163092.15	2	2	2	0.92247	1.0	0.07753	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::XIRP2::ENSG00000163092.15
gc19_pc.3utr::gencode::STAC2::ENSG00000141750.6	11	11	10	0.92266	1.0	0.07734	0.7867505454545455	11	0	0	gc19_pc.3utr::gencode::STAC2::ENSG00000141750.6
gc19_pc.3utr::gencode::STIP1::ENSG00000168439.12	2	2	2	0.92272	1.0	0.07728	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::STIP1::ENSG00000168439.12
gc19_pc.3utr::gencode::ZNF827::ENSG00000151612.11	8	8	7	0.92282	1.0	0.07718	0.7867505454545455	8	0	0	gc19_pc.3utr::gencode::ZNF827::ENSG00000151612.11
gc19_pc.3utr::gencode::TAF12::ENSG00000120656.7	2	2	2	0.92288	1.0	0.07712	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::TAF12::ENSG00000120656.7
gc19_pc.3utr::gencode::TRNAU1AP::ENSG00000180098.5	1	1	1	0.92289		0.07786		1	0	0	gc19_pc.3utr::gencode::TRNAU1AP::ENSG00000180098.5
gc19_pc.3utr::gencode::DYNC2H1::ENSG00000187240.9	3	3	3	0.92289	1.0	0.07711	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::DYNC2H1::ENSG00000187240.9
gc19_pc.3utr::gencode::GPRIN2::ENSG00000204175.4	36	36	32	0.92305	1.0	0.07695	0.7867505454545455	35	0	1	gc19_pc.3utr::gencode::GPRIN2::ENSG00000204175.4
gc19_pc.3utr::gencode::MYOCD::ENSG00000141052.13	20	20	19	0.92327	1.0	0.07673	0.7867505454545455	19	0	1	gc19_pc.3utr::gencode::MYOCD::ENSG00000141052.13
gc19_pc.3utr::gencode::PMS1::ENSG00000064933.12	4	4	4	0.92332	1.0	0.07668	0.7867505454545455	4	0	0	gc19_pc.3utr::gencode::PMS1::ENSG00000064933.12
gc19_pc.3utr::gencode::MAPK1::ENSG00000100030.10	26	26	24	0.92343	1.0	0.07657	0.7867505454545455	26	0	0	gc19_pc.3utr::gencode::MAPK1::ENSG00000100030.10
gc19_pc.3utr::gencode::ACBD3::ENSG00000182827.8	7	7	7	0.92354	1.0	0.07646	0.7867505454545455	7	0	0	gc19_pc.3utr::gencode::ACBD3::ENSG00000182827.8
gc19_pc.3utr::gencode::ARL6IP6::ENSG00000177917.6	3	3	3	0.92359	1.0	0.07641	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::ARL6IP6::ENSG00000177917.6
gc19_pc.3utr::gencode::LRG1::ENSG00000171236.9	4	4	4	0.92368	1.0	0.07632	0.7867505454545455	4	0	0	gc19_pc.3utr::gencode::LRG1::ENSG00000171236.9
gc19_pc.3utr::gencode::PSTPIP2::ENSG00000152229.14	3	3	3	0.92378	1.0	0.07622	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::PSTPIP2::ENSG00000152229.14
gc19_pc.3utr::gencode::FA2H::ENSG00000103089.4	2	2	2	0.92388	1.0	0.07612	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::FA2H::ENSG00000103089.4
gc19_pc.3utr::gencode::AGO3::ENSG00000126070.14	29	29	28	0.92389	1.0	0.07611	0.7867505454545455	27	0	2	gc19_pc.3utr::gencode::AGO3::ENSG00000126070.14
gc19_pc.3utr::gencode::FAM105A::ENSG00000145569.5	5	5	5	0.92389	1.0	0.07611	0.7867505454545455	5	0	0	gc19_pc.3utr::gencode::FAM105A::ENSG00000145569.5
gc19_pc.3utr::gencode::PIGV::ENSG00000060642.6	2	2	2	0.92399	1.0	0.07601	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::PIGV::ENSG00000060642.6
gc19_pc.3utr::gencode::RNFT2::ENSG00000135119.10	19	19	17	0.924	1.0	0.076	0.7867505454545455	19	0	0	gc19_pc.3utr::gencode::RNFT2::ENSG00000135119.10
gc19_pc.3utr::gencode::SGPP2::ENSG00000163082.9	7	7	7	0.92404	1.0	0.07596	0.7867505454545455	6	0	1	gc19_pc.3utr::gencode::SGPP2::ENSG00000163082.9
gc19_pc.3utr::gencode::TMEM43::ENSG00000170876.7	3	3	3	0.92409	1.0	0.07591	0.7867505454545455	3	0	0	gc19_pc.3utr::gencode::TMEM43::ENSG00000170876.7
gc19_pc.3utr::gencode::CAPZB::ENSG00000077549.13	2	2	2	0.92421	1.0	0.07579	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::CAPZB::ENSG00000077549.13
gc19_pc.3utr::gencode::IL12A::ENSG00000168811.2	1	1	1	0.92435		0.07611		1	0	0	gc19_pc.3utr::gencode::IL12A::ENSG00000168811.2
gc19_pc.3utr::gencode::POLR2E::ENSG00000099817.7	5	5	5	0.92443	1.0	0.07557	0.7867505454545455	4	0	1	gc19_pc.3utr::gencode::POLR2E::ENSG00000099817.7
gc19_pc.3utr::gencode::TAL2::ENSG00000186051.4	1	1	1	0.92447		0.07605		1	0	0	gc19_pc.3utr::gencode::TAL2::ENSG00000186051.4
gc19_pc.3utr::gencode::JMY::ENSG00000152409.8	6	6	5	0.92448	1.0	0.07552	0.7867505454545455	4	0	2	gc19_pc.3utr::gencode::JMY::ENSG00000152409.8
gc19_pc.3utr::gencode::PIGQ::ENSG00000007541.10	2	2	2	0.92452	1.0	0.07548	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::PIGQ::ENSG00000007541.10
gc19_pc.3utr::gencode::ZNF426::ENSG00000130818.6	1	1	1	0.92453		0.07782		1	0	0	gc19_pc.3utr::gencode::ZNF426::ENSG00000130818.6
gc19_pc.3utr::gencode::GTPBP10::ENSG00000105793.11	11	11	11	0.92457	1.0	0.07543	0.7867505454545455	11	0	0	gc19_pc.3utr::gencode::GTPBP10::ENSG00000105793.11
gc19_pc.3utr::gencode::C22orf29::ENSG00000215012.4	17	16	15	0.92459	1.0	0.07541	0.7867505454545455	16	1	0	gc19_pc.3utr::gencode::C22orf29::ENSG00000215012.4
gc19_pc.3utr::gencode::GRK1::ENSG00000185974.6	6	6	6	0.9247	1.0	0.0753	0.7867505454545455	6	0	0	gc19_pc.3utr::gencode::GRK1::ENSG00000185974.6
gc19_pc.3utr::gencode::TRRAP::ENSG00000196367.8	1	1	1	0.92473		0.07645		1	0	0	gc19_pc.3utr::gencode::TRRAP::ENSG00000196367.8
gc19_pc.3utr::gencode::MPZ::ENSG00000158887.11	1	1	1	0.92473		0.0758		1	0	0	gc19_pc.3utr::gencode::MPZ::ENSG00000158887.11
gc19_pc.3utr::gencode::ZNF135::ENSG00000176293.15	2	2	2	0.92474	1.0	0.07526	0.7867505454545455	2	0	0	gc19_pc.3utr::gencode::ZNF135::ENSG00000176293.15
gc19_pc.3utr::gencode::ANKRD39::ENSG00000213337.4	1	1	1	0.92512		0.07917		1	0	0	gc19_pc.3utr::gencode::ANKRD39::ENSG00000213337.4
gc19_pc.3utr::gencode::HIP1::ENSG00000127946.12	5	5	5	0.92524	1.0	0.07476	0.7860479999999999	5	0	0	gc19_pc.3utr::gencode::HIP1::ENSG00000127946.12
gc19_pc.3utr::gencode::C8A::ENSG00000157131.10	2	2	2	0.92532	1.0	0.07468	0.7860386440677966	2	0	0	gc19_pc.3utr::gencode::C8A::ENSG00000157131.10
gc19_pc.3utr::gencode::EML1::ENSG00000066629.12	3	3	3	0.92536	1.0	0.07464	0.7860386440677966	2	0	1	gc19_pc.3utr::gencode::EML1::ENSG00000066629.12
gc19_pc.3utr::gencode::PKDREJ::ENSG00000130943.5	1	1	1	0.92537		0.07505		1	0	0	gc19_pc.3utr::gencode::PKDREJ::ENSG00000130943.5
gc19_pc.3utr::gencode::GNB2L1::ENSG00000204628.7	1	1	1	0.92543		0.07513		0	0	1	gc19_pc.3utr::gencode::GNB2L1::ENSG00000204628.7
gc19_pc.3utr::gencode::CTB-167G5.5::ENSG00000268864.1	4	4	4	0.92544	1.0	0.07456	0.7860386440677966	4	0	0	gc19_pc.3utr::gencode::CTB-167G5.5::ENSG00000268864.1
gc19_pc.3utr::gencode::CD320::ENSG00000167775.6	2	2	2	0.92549	1.0	0.07451	0.7860386440677966	2	0	0	gc19_pc.3utr::gencode::CD320::ENSG00000167775.6
gc19_pc.3utr::gencode::AMN1::ENSG00000151743.6	1	1	1	0.92549		0.07478		1	0	0	gc19_pc.3utr::gencode::AMN1::ENSG00000151743.6
gc19_pc.3utr::gencode::ANKRD45::ENSG00000183831.6	7	7	7	0.92549	1.0	0.07451	0.7860386440677966	6	0	1	gc19_pc.3utr::gencode::ANKRD45::ENSG00000183831.6
gc19_pc.3utr::gencode::DBNL::ENSG00000136279.14	13	13	13	0.92567	1.0	0.07433	0.7860386440677966	11	0	2	gc19_pc.3utr::gencode::DBNL::ENSG00000136279.14
gc19_pc.3utr::gencode::HEMGN::ENSG00000136929.8	1	1	1	0.92581		0.07549		1	0	0	gc19_pc.3utr::gencode::HEMGN::ENSG00000136929.8
gc19_pc.3utr::gencode::TMC8::ENSG00000167895.10	7	7	7	0.92596	1.0	0.07404	0.7842872494669508	7	0	0	gc19_pc.3utr::gencode::TMC8::ENSG00000167895.10
gc19_pc.3utr::gencode::SEC63::ENSG00000025796.9	7	7	7	0.92605	1.0	0.07395	0.7841699039487727	6	0	1	gc19_pc.3utr::gencode::SEC63::ENSG00000025796.9
gc19_pc.3utr::gencode::IL12B::ENSG00000113302.4	4	4	4	0.9262	1.0	0.0738	0.7834153846153846	4	0	0	gc19_pc.3utr::gencode::IL12B::ENSG00000113302.4
gc19_pc.3utr::gencode::TULP3::ENSG00000078246.11	1	1	1	0.92621		0.07475		1	0	0	gc19_pc.3utr::gencode::TULP3::ENSG00000078246.11
gc19_pc.3utr::gencode::SDR16C5::ENSG00000170786.8	12	12	12	0.92624	1.0	0.07376	0.7834153846153846	11	0	1	gc19_pc.3utr::gencode::SDR16C5::ENSG00000170786.8
gc19_pc.3utr::gencode::SNX22::ENSG00000157734.9	6	6	5	0.92629	1.0	0.07371	0.7834153846153846	6	0	0	gc19_pc.3utr::gencode::SNX22::ENSG00000157734.9
gc19_pc.3utr::gencode::HNRNPR::ENSG00000125944.14	13	13	11	0.92634	1.0	0.07366	0.7834153846153846	13	0	0	gc19_pc.3utr::gencode::HNRNPR::ENSG00000125944.14
gc19_pc.3utr::gencode::PIGN::ENSG00000197563.5	5	5	5	0.92639	1.0	0.07361	0.7834153846153846	5	0	0	gc19_pc.3utr::gencode::PIGN::ENSG00000197563.5
gc19_pc.3utr::gencode::ZNF556::ENSG00000172000.3	1	1	1	0.92645		0.08303		1	0	0	gc19_pc.3utr::gencode::ZNF556::ENSG00000172000.3
gc19_pc.3utr::gencode::VLDLR::ENSG00000147852.11	9	9	9	0.92645	1.0	0.07355	0.7834153846153846	8	0	1	gc19_pc.3utr::gencode::VLDLR::ENSG00000147852.11
gc19_pc.3utr::gencode::SFT2D1::ENSG00000198818.5	1	1	1	0.9265		0.07432		1	0	0	gc19_pc.3utr::gencode::SFT2D1::ENSG00000198818.5
gc19_pc.3utr::gencode::TMEM150C::ENSG00000249242.3	2	2	2	0.92657	1.0	0.07343	0.7834153846153846	2	0	0	gc19_pc.3utr::gencode::TMEM150C::ENSG00000249242.3
gc19_pc.3utr::gencode::NR1H2::ENSG00000131408.9	1	1	1	0.92659		0.07591		1	0	0	gc19_pc.3utr::gencode::NR1H2::ENSG00000131408.9
gc19_pc.3utr::gencode::CIR1::ENSG00000138433.11	3	3	3	0.92661	1.0	0.07339	0.7834153846153846	3	0	0	gc19_pc.3utr::gencode::CIR1::ENSG00000138433.11
gc19_pc.3utr::gencode::PRLHR::ENSG00000119973.3	2	2	2	0.92661	1.0	0.07339	0.7834153846153846	2	0	0	gc19_pc.3utr::gencode::PRLHR::ENSG00000119973.3
gc19_pc.3utr::gencode::KCNJ1::ENSG00000151704.11	6	6	6	0.92661	1.0	0.07339	0.7834153846153846	6	0	0	gc19_pc.3utr::gencode::KCNJ1::ENSG00000151704.11
gc19_pc.3utr::gencode::ARFGEF2::ENSG00000124198.8	4	4	4	0.92663	1.0	0.07337	0.7834153846153846	4	0	0	gc19_pc.3utr::gencode::ARFGEF2::ENSG00000124198.8
gc19_pc.3utr::gencode::P2RX5::ENSG00000083454.17	1	1	1	0.92667		0.07427		1	0	0	gc19_pc.3utr::gencode::P2RX5::ENSG00000083454.17
gc19_pc.3utr::gencode::AC005609.1::ENSG00000249034.1	15	14	14	0.9268	1.0	0.0732	0.7834153846153846	15	0	0	gc19_pc.3utr::gencode::AC005609.1::ENSG00000249034.1
gc19_pc.3utr::gencode::SPSB1::ENSG00000171621.9	4	4	4	0.9268	1.0	0.0732	0.7834153846153846	4	0	0	gc19_pc.3utr::gencode::SPSB1::ENSG00000171621.9
gc19_pc.3utr::gencode::ABI2::ENSG00000138443.11	30	30	30	0.92691	1.0	0.07309	0.7834153846153846	26	0	4	gc19_pc.3utr::gencode::ABI2::ENSG00000138443.11
gc19_pc.3utr::gencode::PCDH8::ENSG00000136099.9	2	2	2	0.92702	1.0	0.07298	0.7834153846153846	2	0	0	gc19_pc.3utr::gencode::PCDH8::ENSG00000136099.9
gc19_pc.3utr::gencode::KCNT1::ENSG00000107147.7	1	1	1	0.92714		0.07332		1	0	0	gc19_pc.3utr::gencode::KCNT1::ENSG00000107147.7
gc19_pc.3utr::gencode::GAN::ENSG00000261609.3	19	19	18	0.92716	1.0	0.07284	0.7834153846153846	19	0	0	gc19_pc.3utr::gencode::GAN::ENSG00000261609.3
gc19_pc.3utr::gencode::ISLR::ENSG00000129009.8	2	2	2	0.92721	1.0	0.07279	0.7834153846153846	2	0	0	gc19_pc.3utr::gencode::ISLR::ENSG00000129009.8
gc19_pc.3utr::gencode::TEP1::ENSG00000129566.8	3	3	3	0.92722	1.0	0.07278	0.7834153846153846	3	0	0	gc19_pc.3utr::gencode::TEP1::ENSG00000129566.8
gc19_pc.3utr::gencode::IL1F10::ENSG00000136697.8	3	3	3	0.92725	1.0	0.07275	0.7834153846153846	3	0	0	gc19_pc.3utr::gencode::IL1F10::ENSG00000136697.8
gc19_pc.3utr::gencode::SLC14A1::ENSG00000141469.12	2	2	2	0.92732	1.0	0.07268	0.7834153846153846	1	0	1	gc19_pc.3utr::gencode::SLC14A1::ENSG00000141469.12
gc19_pc.3utr::gencode::THAP8::ENSG00000161277.9	1	1	1	0.92733		0.07403		1	0	0	gc19_pc.3utr::gencode::THAP8::ENSG00000161277.9
